all,wc,polarity,pos.words,neg.words,text.var
all,13,-0.5547002,-,"wicked, dies",Wicked Witch dies you will not see your uncle and aunt again.  Remember
all,12,-0.28867513,-,killed,that the Witch is Wicked--tremendously Wicked--and ought to be killed.
all,16,0,-,-,"Now go, and do not ask to see me again until you have done your task."""
all,0,NaN,-,-,
all,12,-0.28867513,-,sorrowfully,Sorrowfully Dorothy left the Throne Room and went back where the Lion
all,14,0,-,-,and the Scarecrow and the Tin Woodman were waiting to hear what Oz had
all,15,-0.25819889,-,sadly,"said to her.  ""There is no hope for me,"" she said sadly, ""for Oz will"
all,15,-0.51639778,-,"killed, wicked",not send me home until I have killed the Wicked Witch of the West; and
all,5,0,-,-,"that I can never do."""
all,0,NaN,-,-,
all,13,-0.2773501,-,sorry,"Her friends were sorry, but could do nothing to help her; so Dorothy"
all,16,0,-,-,went to her own room and lay down on the bed and cried herself to sleep.
all,0,NaN,-,-,
all,12,0,-,-,The next morning the soldier with the green whiskers came to the
all,3,0,-,-,Scarecrow and said:
all,0,NaN,-,-,
all,9,0,-,-,"""Come with me, for Oz has sent for you."""
all,0,NaN,-,-,
all,12,0.28867513,great,-,So the Scarecrow followed him and was admitted into the great Throne
all,13,0.2773501,lovely,-,"Room, where he saw, sitting in the emerald throne, a most lovely Lady."
all,13,0,-,-,She was dressed in green silk gauze and wore upon her flowing green
all,11,0,-,-,"locks a crown of jewels.  Growing from her shoulders were wings,"
all,12,0.28867513,gorgeous,-,gorgeous in color and so light that they fluttered if the slightest
all,5,0,-,-,breath of air reached them.
all,0,NaN,-,-,
all,12,0.28867513,prettily,-,"When the Scarecrow had bowed, as prettily as his straw stuffing would"
all,11,0.60302269,"beautiful, sweetly",-,"let him, before this beautiful creature, she looked upon him sweetly,"
all,2,0,-,-,and said:
all,0,NaN,-,-,
all,16,-0.2,great,terrible,"""I am Oz, the Great and Terrible.  Who are you, and why do you seek me?"""
all,0,NaN,-,-,
all,13,0.2773501,great,-,"Now the Scarecrow, who had expected to see the great Head Dorothy had"
all,11,0.30151134,astonished,-,"told him of, was much astonished; but he answered her bravely."
all,0,NaN,-,-,
all,12,0,-,-,"""I am only a Scarecrow, stuffed with straw.  Therefore I have no"
all,15,0,-,-,"brains, and I come to you praying that you will put brains in my head"
all,16,0,-,-,"instead of straw, so that I may become as much a man as any other in"
all,2,0,-,-,"your dominions."""
all,0,NaN,-,-,
all,10,0,-,-,"""Why should I do this for you?"" asked the Lady."
all,0,NaN,-,-,
all,13,0.5547002,"wise, powerful",-,"""Because you are wise and powerful, and no one else can help me,"""
all,3,0,-,-,answered the Scarecrow.
all,0,NaN,-,-,
all,13,0,-,-,"""I never grant favors without some return,"" said Oz; ""but this much I"
all,15,-0.25819889,promise,"kill, wicked","will promise.  If you will kill for me the Wicked Witch of the West, I"
all,14,0.53452248,"great, good",-,"will bestow upon you a great many brains, and such good brains that you"
all,11,0,-,-,"will be the wisest man in all the Land of Oz."""
all,0,NaN,-,-,
all,13,-0.2773501,-,kill,"""I thought you asked Dorothy to kill the Witch,"" said the Scarecrow, in"
all,1,0,-,-,surprise.
all,0,NaN,-,-,
all,16,0,-,"kills, dead","""So I did.  I don't care who kills her.  But until she is dead I will"
all,15,0,-,-,"not grant your wish.  Now go, and do not seek me again until you have"
all,7,0,-,-,"earned the brains you so greatly desire."""
all,0,NaN,-,-,
all,12,-0.28867513,-,sorrowfully,The Scarecrow went sorrowfully back to his friends and told them what
all,13,0.2773501,great,-,Oz had said; and Dorothy was surprised to find that the Great Wizard
all,13,0.2773501,lovely,-,"was not a Head, as she had seen him, but a lovely Lady."
all,0,NaN,-,-,
all,14,0,-,-,"""All the same,"" said the Scarecrow, ""she needs a heart as much as the"
all,2,0,-,-,"Tin Woodman."""
all,0,NaN,-,-,
all,14,0,-,-,On the next morning the soldier with the green whiskers came to the Tin
all,3,0,-,-,Woodman and said:
all,0,NaN,-,-,
all,7,0,-,-,"""Oz has sent for you.  Follow me."""
all,0,NaN,-,-,
all,14,0.26726124,great,-,So the Tin Woodman followed him and came to the great Throne Room.  He
all,16,0.25,lovely,-,"did not know whether he would find Oz a lovely Lady or a Head, but he"
all,14,0.26726124,lovely,-,"hoped it would be the lovely Lady.  ""For,"" he said to himself, ""if it"
all,17,0,-,-,"is the head, I am sure I shall not be given a heart, since a head has"
all,16,0,-,-,no heart of its own and therefore cannot feel for me.  But if it is the
all,14,-0.26726124,lovely,"beg, hard","lovely Lady I shall beg hard for a heart, for all ladies are themselves"
all,5,0.4472136,kindly,-,"said to be kindly hearted."""
all,0,NaN,-,-,
all,13,0.2773501,great,-,But when the Woodman entered the great Throne Room he saw neither the
all,15,-0.25819889,-,terrible,"Head nor the Lady, for Oz had taken the shape of a most terrible Beast."
all,14,0,-,-,"It was nearly as big as an elephant, and the green throne seemed hardly"
all,15,0.77459667,"strong, enough, like",-,strong enough to hold its weight.  The Beast had a head like that of a
all,12,0,-,-,"rhinoceros, only there were five eyes in its face.  There were five"
all,14,0,-,-,"long arms growing out of its body, and it also had five long, slim"
all,12,0,-,-,"legs.  Thick, woolly hair covered every part of it, and a more"
all,11,0.60302269,fortunate,monster,dreadful-looking monster could not be imagined.  It was fortunate the
all,14,-0.26726124,-,loud,"Tin Woodman had no heart at that moment, for it would have beat loud"
all,14,0,fast,terror,"and fast from terror.  But being only tin, the Woodman was not at all"
all,6,-0.81649658,-,"afraid, disappointed","afraid, although he was much disappointed."
all,0,NaN,-,-,
all,15,-0.20655911,great,terrible,"""I am Oz, the Great and Terrible,"" spoke the Beast, in a voice that was"
all,12,0.28867513,great,-,"one great roar.  ""Who are you, and why do you seek me?"""
all,0,NaN,-,-,
all,14,0,-,-,"""I am a Woodman, and made of tin.  Therefore I have no heart, and"
all,17,0.24253563,love,-,cannot love.  I pray you to give me a heart that I may be as other men
all,1,0,-,-,"are."""
all,0,NaN,-,-,
all,8,0,-,-,"""Why should I do this?"" demanded the Beast."
all,0,NaN,-,-,
all,13,0,-,-,"""Because I ask it, and you alone can grant my request,"" answered the"
all,1,0,-,-,Woodman.
all,0,NaN,-,-,
all,15,-0.25819889,-,growl,"Oz gave a low growl at this, but said, gruffly: ""If you indeed desire a"
all,5,0,-,-,"heart, you must earn it."""
all,0,NaN,-,-,
all,4,0,-,-,"""How?"" asked the Woodman."
all,0,NaN,-,-,
all,13,-0.5547002,-,"kill, wicked","""Help Dorothy to kill the Wicked Witch of the West,"" replied the Beast."
all,15,-0.25819889,-,dead,"""When the Witch is dead, come to me, and I will then give you the"
all,13,0.2773501,loving,-,"biggest and kindest and most loving heart in all the Land of Oz."""
all,0,NaN,-,-,
all,13,-0.2773501,-,sorrowfully,So the Tin Woodman was forced to return sorrowfully to his friends and
all,13,-0.2773501,-,terrible,tell them of the terrible Beast he had seen.  They all wondered greatly
all,13,0.2773501,great,-,"at the many forms the Great Wizard could take upon himself, and the"
all,2,0,-,-,Lion said:
all,0,NaN,-,-,
all,18,0,-,-,"""If he is a Beast when I go to see him, I shall roar my loudest, and so"
all,15,0,lovely,frighten,frighten him that he will grant all I ask.  And if he is the lovely
all,15,-0.25819889,-,pretend,"Lady, I shall pretend to spring upon her, and so compel her to do my"
all,16,0.5,"great, mercy",-,"bidding.  And if he is the great Head, he will be at my mercy; for I"
all,14,0.26726124,promises,-,will roll this head all about the room until he promises to give us
all,15,0.51639778,"good, cheer",-,"what we desire.  So be of good cheer, my friends, for all will yet be"
all,1,1,well,-,"well."""
all,0,NaN,-,-,
all,13,0.2773501,led,-,The next morning the soldier with the green whiskers led the Lion to
all,12,0.28867513,great,-,the great Throne Room and bade him enter the presence of Oz.
all,0,NaN,-,-,
all,13,0,-,-,"The Lion at once passed through the door, and glancing around saw, to"
all,14,-0.26726124,-,fierce,"his surprise, that before the throne was a Ball of Fire, so fierce and"
all,13,0,glowing,scarcely,glowing he could scarcely bear to gaze upon it.  His first thought was
all,15,-0.25819889,-,burning,that Oz had by accident caught on fire and was burning up; but when he
all,13,-0.2773501,-,intense,"tried to go nearer, the heat was so intense that it singed his"
all,12,-0.28867513,-,crept,"whiskers, and he crept back tremblingly to a spot nearer the door."
all,0,NaN,-,-,
all,15,0.25819889,quiet,-,"Then a low, quiet voice came from the Ball of Fire, and these were the"
all,3,0,-,-,words it spoke:
all,0,NaN,-,-,
all,16,-0.2,great,terrible,"""I am Oz, the Great and Terrible.  Who are you, and why do you seek me?"""
all,0,NaN,-,-,
all,13,-0.5547002,-,"cowardly, afraid","And the Lion answered, ""I am a Cowardly Lion, afraid of everything.  I"
all,16,0,courage,beg,"came to you to beg that you give me courage, so that in reality I may"
all,9,0,-,-,"become the King of Beasts, as men call me."""
all,0,NaN,-,-,
all,8,0.35355339,courage,-,"""Why should I give you courage?"" demanded Oz."
all,0,NaN,-,-,
all,13,0.2773501,greatest,-,"""Because of all Wizards you are the greatest, and alone have power to"
all,6,0,-,-,"grant my request,"" answered the Lion."
all,0,NaN,-,-,
all,14,-0.26726124,-,burned,"The Ball of Fire burned fiercely for a time, and the voice said, ""Bring"
all,15,-0.51639778,-,"wicked, dead","me proof that the Wicked Witch is dead, and that moment I will give you"
all,13,0,courage,coward,"courage.  But as long as the Witch lives, you must remain a coward."""
all,0,NaN,-,-,
all,14,-0.26726124,-,angry,"The Lion was angry at this speech, but could say nothing in reply, and"
all,13,0,-,-,while he stood silently gazing at the Ball of Fire it became so
all,13,0,hot,furiously,furiously hot that he turned tail and rushed from the room.  He was
all,14,0,glad,terrible,"glad to find his friends waiting for him, and told them of his terrible"
all,4,0,-,-,interview with the Wizard.
all,0,NaN,-,-,
all,8,-0.35355339,-,sadly,"""What shall we do now?"" asked Dorothy sadly."
all,0,NaN,-,-,
all,15,0,-,-,"""There is only one thing we can do,"" returned the Lion, ""and that is to"
all,14,-0.53452248,-,"wicked, destroy","go to the land of the Winkies, seek out the Wicked Witch, and destroy"
all,1,0,-,-,"her."""
all,0,NaN,-,-,
all,7,0,-,-,"""But suppose we cannot?"" said the girl."
all,0,NaN,-,-,
all,9,-0.33333333,courage,-,"""Then I shall never have courage,"" declared the Lion."
all,0,NaN,-,-,
all,9,0,-,-,"""And I shall never have brains,"" added the Scarecrow."
all,0,NaN,-,-,
all,11,0,-,-,"""And I shall never have a heart,"" spoke the Tin Woodman."
all,0,NaN,-,-,
all,12,0,-,-,"""And I shall never see Aunt Em and Uncle Henry,"" said Dorothy,"
all,3,-0.57735027,-,cry,beginning to cry.
all,0,NaN,-,-,
all,13,-0.2773501,-,fall,"""Be careful!"" cried the green girl.  ""The tears will fall on your green"
all,5,0,-,-,"silk gown and spot it."""
all,0,NaN,-,-,
all,16,0,-,-,"So Dorothy dried her eyes and said, ""I suppose we must try it; but I am"
all,14,0.26726124,-,kill,"sure I do not want to kill anybody, even to see Aunt Em again."""
all,0,NaN,-,-,
all,16,-0.5,-,"coward, kill","""I will go with you; but I'm too much of a coward to kill the Witch,"""
all,3,0,-,-,said the Lion.
all,0,NaN,-,-,
all,14,0,-,-,"""I will go too,"" declared the Scarecrow; ""but I shall not be of much"
all,8,-0.35355339,-,fool,"help to you, I am such a fool."""
all,0,NaN,-,-,
all,13,-0.2773501,-,harm,"""I haven't the heart to harm even a Witch,"" remarked the Tin Woodman;"
all,10,0,-,-,"""but if you go I certainly shall go with you."""
all,0,NaN,-,-,
all,12,0,-,-,"Therefore it was decided to start upon their journey the next morning,"
all,14,0,-,-,and the Woodman sharpened his axe on a green grindstone and had all his
all,10,0.63245553,"properly, fresh",-,joints properly oiled.  The Scarecrow stuffed himself with fresh straw
all,14,0.26726124,better,-,and Dorothy put new paint on his eyes that he might see better.  The
all,12,0,-,-,"green girl, who was very kind to them, filled Dorothy's basket with"
all,13,0.2773501,good,-,"good things to eat, and fastened a little bell around Toto's neck with"
all,3,0,-,-,a green ribbon.
all,0,NaN,-,-,
all,12,0.51961524,soundly,-,"They went to bed quite early and slept soundly until daylight, when"
all,14,0,-,-,they were awakened by the crowing of a green cock that lived in the
all,15,0,-,-,"back yard of the Palace, and the cackling of a hen that had laid a"
all,2,0,-,-,green egg.
all,0,NaN,-,-,
all,0,NaN,-,-,
all,0,NaN,-,-,
all,0,NaN,-,-,
all,6,-0.40824829,-,wicked,12.  The Search for the Wicked Witch
all,0,NaN,-,-,
all,0,NaN,-,-,
all,13,0.2773501,led,-,The soldier with the green whiskers led them through the streets of the
all,12,0,-,-,Emerald City until they reached the room where the Guardian of the
all,11,0,-,-,Gates lived.  This officer unlocked their spectacles to put them back
all,14,0.26726124,great,-,"in his great box, and then he politely opened the gate for our friends."
all,0,NaN,-,-,
all,12,0,leads,wicked,"""Which road leads to the Wicked Witch of the West?"" asked Dorothy."
all,0,NaN,-,-,
all,13,0,-,-,"""There is no road,"" answered the Guardian of the Gates.  ""No one ever"
all,5,0,-,-,"wishes to go that way."""
all,0,NaN,-,-,
all,10,0,-,-,"""How, then, are we to find her?"" inquired the girl."
all,0,NaN,-,-,
all,14,0.26726124,easy,-,"""That will be easy,"" replied the man, ""for when she knows you are in"
all,14,0,-,-,"the country of the Winkies she will find you, and make you all her"
all,1,-1,-,slaves,"slaves."""
all,0,NaN,-,-,
all,11,-0.30151134,-,destroy,"""Perhaps not,"" said the Scarecrow, ""for we mean to destroy her."""
all,0,NaN,-,-,
all,13,0,-,-,"""Oh, that is different,"" said the Guardian of the Gates.  ""No one has"
all,12,-0.28867513,-,slaves,"ever destroyed her before, so I naturally thought she would make slaves"
all,16,-0.25,-,wicked,"of you, as she has of the rest.  But take care; for she is wicked and"
all,14,0,-,"fierce, destroy","fierce, and may not allow you to destroy her.  Keep to the West, where"
all,10,-0.31622777,-,fail,"the sun sets, and you cannot fail to find her."""
all,0,NaN,-,-,
all,13,0,-,-,"They thanked him and bade him good-bye, and turned toward the West,"
all,12,0.28867513,soft,-,walking over fields of soft grass dotted here and there with daisies
all,12,0.28867513,pretty,-,and buttercups.  Dorothy still wore the pretty silk dress she had put
all,15,0,-,-,"on in the palace, but now, to her surprise, she found it was no longer"
all,13,0,pure,lost,"green, but pure white.  The ribbon around Toto's neck had also lost its"
all,9,0,-,-,green color and was as white as Dorothy's dress.
all,0,NaN,-,-,
all,13,0.2773501,advanced,-,The Emerald City was soon left far behind.  As they advanced the ground
all,13,0,-,-,"became rougher and hillier, for there were no farms nor houses in this"
all,9,0,-,-,"country of the West, and the ground was untilled."
all,0,NaN,-,-,
all,14,0.26726124,hot,-,"In the afternoon the sun shone hot in their faces, for there were no"
all,13,0,-,-,trees to offer them shade; so that before night Dorothy and Toto and
all,14,-0.53452248,-,"tired, fell","the Lion were tired, and lay down upon the grass and fell asleep, with"
all,7,0,-,-,the Woodman and the Scarecrow keeping watch.
all,0,NaN,-,-,
all,15,-0.25819889,-,wicked,"Now the Wicked Witch of the West had but one eye, yet that was as"
all,13,0.2773501,powerful,-,"powerful as a telescope, and could see everywhere.  So, as she sat in"
all,13,0,-,-,"the door of her castle, she happened to look around and saw Dorothy"
all,12,-0.28867513,-,lying,"lying asleep, with her friends all about her.  They were a long"
all,13,-0.5547002,-,"wicked, angry","distance off, but the Wicked Witch was angry to find them in her"
all,13,-0.2773501,-,hung,country; so she blew upon a silver whistle that hung around her neck.
all,0,NaN,-,-,
all,14,0.26726124,great,-,At once there came running to her from all directions a pack of great
all,11,0,sharp,fierce,wolves.  They had long legs and fierce eyes and sharp teeth.
all,0,NaN,-,-,
all,12,0,-,-,"""Go to those people,"" said the Witch, ""and tear them to pieces."""
all,0,NaN,-,-,
all,14,-0.26726124,-,slaves,"""Are you not going to make them your slaves?"" asked the leader of the"
all,1,0,-,-,wolves.
all,0,NaN,-,-,
all,16,0,-,-,"""No,"" she answered, ""one is of tin, and one of straw; one is a girl and"
all,16,0.25,work,-,"another a Lion.  None of them is fit to work, so you may tear them into"
all,2,0,-,-,"small pieces."""
all,0,NaN,-,-,
all,13,0.49923018,well,-,"""Very well,"" said the wolf, and he dashed away at full speed, followed"
all,3,0,-,-,by the others.
all,0,NaN,-,-,
all,13,0.2773501,lucky,-,It was lucky the Scarecrow and the Woodman were wide awake and heard
all,3,0,-,-,the wolves coming.
all,0,NaN,-,-,
all,15,0,-,-,"""This is my fight,"" said the Woodman, ""so get behind me and I will meet"
all,4,0,-,-,"them as they come."""
all,0,NaN,-,-,
all,15,0.464758,sharp,-,"He seized his axe, which he had made very sharp, and as the leader of"
all,14,0,-,-,the wolves came on the Tin Woodman swung his arm and chopped the wolf's
all,14,-0.26726124,-,died,"head from its body, so that it immediately died.  As soon as he could"
all,14,0,sharp,fell,"raise his axe another wolf came up, and he also fell under the sharp"
all,12,0,-,-,"edge of the Tin Woodman's weapon.  There were forty wolves, and forty"
all,16,-0.5,-,"killed, dead","times a wolf was killed, so that at last they all lay dead in a heap"
all,3,0,-,-,before the Woodman.
all,0,NaN,-,-,
all,14,0,-,-,"Then he put down his axe and sat beside the Scarecrow, who said, ""It"
all,5,0.4472136,good,-,"was a good fight, friend."""
all,0,NaN,-,-,
all,12,0,-,-,They waited until Dorothy awoke the next morning.  The little girl was
all,13,0.2773501,great,-,"quite frightened when she saw the great pile of shaggy wolves, but the"
all,14,0,-,-,Tin Woodman told her all.  She thanked him for saving them and sat down
all,10,0,-,-,"to breakfast, after which they started again upon their journey."
all,0,NaN,-,-,
all,14,-0.26726124,-,wicked,Now this same morning the Wicked Witch came to the door of her castle
all,15,0,-,-,and looked out with her one eye that could see far off.  She saw all
all,11,-0.60302269,-,"lying, dead","her wolves lying dead, and the strangers still traveling through her"
all,12,0,-,-,"country.  This made her angrier than before, and she blew her silver"
all,2,0,-,-,whistle twice.
all,0,NaN,-,-,
all,12,0.05773503,"great, enough",wild,"Straightway a great flock of wild crows came flying toward her, enough"
all,4,-0.5,-,darken,to darken the sky.
all,0,NaN,-,-,
all,14,-0.26726124,-,wicked,"And the Wicked Witch said to the King Crow, ""Fly at once to the"
all,10,0,-,-,"strangers; peck out their eyes and tear them to pieces."""
all,0,NaN,-,-,
all,12,0,great,wild,The wild crows flew in one great flock toward Dorothy and her
all,11,-0.30151134,-,afraid,companions.  When the little girl saw them coming she was afraid.
all,0,NaN,-,-,
all,14,-0.26726124,-,lie,"But the Scarecrow said, ""This is my battle, so lie down beside me and"
all,5,0.4472136,-,harmed,"you will not be harmed."""
all,0,NaN,-,-,
all,14,0,-,-,"So they all lay upon the ground except the Scarecrow, and he stood up"
all,13,0,-,-,and stretched out his arms.  And when the crows saw him they were
all,12,0,-,-,"frightened, as these birds always are by scarecrows, and did not dare"
all,9,0,-,-,to come any nearer.  But the King Crow said:
all,0,NaN,-,-,
all,12,0,-,-,"""It is only a stuffed man.  I will peck his eyes out."""
all,0,NaN,-,-,
all,14,0,-,-,"The King Crow flew at the Scarecrow, who caught it by the head and"
all,14,-0.53452248,-,"twisted, died","twisted its neck until it died.  And then another crow flew at him, and"
all,12,-0.28867513,-,twisted,"the Scarecrow twisted its neck also.  There were forty crows, and forty"
all,13,-0.83205029,-,"twisted, lying, dead","times the Scarecrow twisted a neck, until at last all were lying dead"
all,13,0,-,-,"beside him.  Then he called to his companions to rise, and again they"
all,4,0,-,-,went upon their journey.
all,0,NaN,-,-,
all,15,-0.51639778,-,"wicked, lying",When the Wicked Witch looked out again and saw all her crows lying in a
all,13,-0.5547002,-,"terrible, rage","heap, she got into a terrible rage, and blew three times upon her"
all,2,0,-,-,silver whistle.
all,0,NaN,-,-,
all,14,-0.21380899,great,buzzing,"Forthwith there was heard a great buzzing in the air, and a swarm of"
all,6,0,-,-,black bees came flying toward her.
all,0,NaN,-,-,
all,13,-0.5547002,-,"sting, death","""Go to the strangers and sting them to death!"" commanded the Witch, and"
all,13,0,-,-,the bees turned and flew rapidly until they came to where Dorothy and
all,12,0,-,-,"her friends were walking.  But the Woodman had seen them coming, and"
all,7,0,-,-,the Scarecrow had decided what to do.
all,0,NaN,-,-,
all,15,0,-,-,"""Take out my straw and scatter it over the little girl and the dog and"
all,13,-0.2773501,-,sting,"the Lion,"" he said to the Woodman, ""and the bees cannot sting them."""
all,14,0,-,-,"This the Woodman did, and as Dorothy lay close beside the Lion and held"
all,9,0,-,-,"Toto in her arms, the straw covered them entirely."
all,0,NaN,-,-,
all,15,-0.25819889,-,sting,"The bees came and found no one but the Woodman to sting, so they flew"
all,13,-0.5547002,-,"broke, hurting","at him and broke off all their stings against the tin, without hurting"
all,13,0,-,-,the Woodman at all.  And as bees cannot live when their stings are
all,14,-0.26726124,-,broken,"broken that was the end of the black bees, and they lay scattered thick"
all,9,0.13333333,"like, fine",-,"about the Woodman, like little heaps of fine coal."
all,0,NaN,-,-,
all,14,0.26726124,helped,-,"Then Dorothy and the Lion got up, and the girl helped the Tin Woodman"
all,14,0.26726124,good,-,"put the straw back into the Scarecrow again, until he was as good as"
all,9,0,-,-,ever.  So they started upon their journey once more.
all,0,NaN,-,-,
all,14,-0.53452248,-,"wicked, angry",The Wicked Witch was so angry when she saw her black bees in little
all,14,0.53452248,"like, fine",-,heaps like fine coal that she stamped her foot and tore her hair and
all,14,-0.26726124,-,slaves,"gnashed her teeth.  And then she called a dozen of her slaves, who were"
all,13,0.2773501,sharp,-,"the Winkies, and gave them sharp spears, telling them to go to the"
all,4,-0.5,-,destroy,strangers and destroy them.
all,0,NaN,-,-,
all,15,-0.25819889,brave,-,"The Winkies were not a brave people, but they had to do as they were"
all,13,0,-,-,told.  So they marched away until they came near to Dorothy.  Then the
all,13,0,great,poor,"Lion gave a great roar and sprang towards them, and the poor Winkies"
all,12,0.28867513,fast,-,were so frightened that they ran back as fast as they could.
all,0,NaN,-,-,
all,14,0,well,wicked,When they returned to the castle the Wicked Witch beat them well with a
all,14,0.26726124,work,-,"strap, and sent them back to their work, after which she sat down to"
all,13,0,-,-,think what she should do next.  She could not understand how all her
all,12,-0.28867513,powerful,"destroy, failed",plans to destroy these strangers had failed; but she was a powerful
all,16,0,well,wicked,"Witch, as well as a wicked one, and she soon made up her mind how to"
all,1,0,-,-,act.
all,0,NaN,-,-,
all,14,0.26726124,golden,-,"There was, in her cupboard, a Golden Cap, with a circle of diamonds and"
all,12,0.57735027,"golden, charm",-,rubies running round it.  This Golden Cap had a charm.  Whoever owned
all,13,0,-,-,"it could call three times upon the Winged Monkeys, who would obey any"
all,11,-0.30151134,-,strange,order they were given.  But no person could command these strange
all,11,-0.30151134,-,wicked,creatures more than three times.  Twice already the Wicked Witch had
all,15,0.25819889,charm,-,used the charm of the Cap.  Once was when she had made the Winkies her
all,12,-0.28867513,-,slaves,"slaves, and set herself to rule over their country.  The Winged Monkeys"
all,13,0.2773501,helped,-,had helped her do this.  The second time was when she had fought
all,14,0.26726124,great,-,"against the Great Oz himself, and driven him out of the land of the"
all,13,0.2773501,helped,-,West.  The Winged Monkeys had also helped her in doing this.  Only once
all,14,0,"golden, like",-,"more could she use this Golden Cap, for which reason she did not like"
all,14,-0.26726124,-,exhausted,to do so until all her other powers were exhausted.  But now that her
all,13,-0.83205029,-,"fierce, wild, stinging","fierce wolves and her wild crows and her stinging bees were gone, and"
all,14,-0.80178373,-,"slaves, scared, cowardly","her slaves had been scared away by the Cowardly Lion, she saw there was"
all,10,-0.31622777,-,destroy,only one way left to destroy Dorothy and her friends.
all,0,NaN,-,-,
all,14,0,golden,wicked,So the Wicked Witch took the Golden Cap from her cupboard and placed it
all,13,-0.2773501,-,slowly,upon her head.  Then she stood upon her left foot and said slowly:
all,0,NaN,-,-,
all,6,0,-,-,"""Ep-pe, pep-pe, kak-ke!"""
all,0,NaN,-,-,
all,9,0.33333333,right,-,Next she stood upon her right foot and said:
all,0,NaN,-,-,
all,6,0,-,-,"""Hil-lo, hol-lo, hel-lo!"""
all,0,NaN,-,-,
all,13,-0.2773501,-,loud,After this she stood upon both feet and cried in a loud voice:
all,0,NaN,-,-,
all,5,0,-,-,"""Ziz-zy, zuz-zy, zik!"""
all,0,NaN,-,-,
all,14,0,"charm, work","darkened, rumbling","Now the charm began to work.  The sky was darkened, and a low rumbling"
all,15,0.25819889,great,-,"sound was heard in the air.  There was a rushing of many wings, a great"
all,14,-0.26726124,-,dark,"chattering and laughing, and the sun came out of the dark sky to show"
all,14,-0.26726124,-,wicked,"the Wicked Witch surrounded by a crowd of monkeys, each with a pair of"
all,7,1.05830052,"immense, powerful",-,immense and powerful wings on his shoulders.
all,0,NaN,-,-,
all,13,0,-,-,"One, much bigger than the others, seemed to be their leader.  He flew"
all,15,0,-,-,"close to the Witch and said, ""You have called us for the third and last"
all,5,0,-,-,"time.  What do you command?"""
all,0,NaN,-,-,
all,14,-0.26726124,-,destroy,"""Go to the strangers who are within my land and destroy them all except"
all,14,-0.26726124,-,wicked,"the Lion,"" said the Wicked Witch.  ""Bring that beast to me, for I have"
all,12,0.57735027,"like, work",-,"a mind to harness him like a horse, and make him work."""
all,0,NaN,-,-,
all,12,0.28867513,great,-,"""Your commands shall be obeyed,"" said the leader.  Then, with a great"
all,13,-0.2773501,-,noise,"deal of chattering and noise, the Winged Monkeys flew away to the place"
all,7,0,-,-,where Dorothy and her friends were walking.
all,0,NaN,-,-,
all,13,0,-,-,Some of the Monkeys seized the Tin Woodman and carried him through the
all,12,0.28867513,sharp,-,air until they were over a country thickly covered with sharp rocks.
all,13,-0.49923018,great,"poor, fell","Here they dropped the poor Woodman, who fell a great distance to the"
all,13,-0.5547002,-,"battered, dented","rocks, where he lay so battered and dented that he could neither move"
all,2,0,-,-,nor groan.
all,0,NaN,-,-,
all,12,0,-,-,"Others of the Monkeys caught the Scarecrow, and with their long fingers"
all,15,0,-,-,pulled all of the straw out of his clothes and head.  They made his hat
all,14,0.26726124,top,-,and boots and clothes into a small bundle and threw it into the top
all,5,0,-,-,branches of a tall tree.
all,0,NaN,-,-,
all,12,0,-,-,The remaining Monkeys threw pieces of stout rope around the Lion and
all,14,-0.53452248,-,"wound, unable","wound many coils about his body and head and legs, until he was unable"
all,15,-0.51639778,-,"scratch, struggle",to bite or scratch or struggle in any way.  Then they lifted him up and
all,14,0,-,-,"flew away with him to the Witch's castle, where he was placed in a"
all,14,0,-,-,"small yard with a high iron fence around it, so that he could not"
all,1,0,-,-,escape.
all,0,NaN,-,-,
all,14,0.26726124,-,harm,"But Dorothy they did not harm at all.  She stood, with Toto in her"
all,13,-0.2773501,-,sad,"arms, watching the sad fate of her comrades and thinking it would soon"
all,14,0,-,-,"be her turn.  The leader of the Winged Monkeys flew up to her, his"
all,12,-0.57735027,-,"ugly, terribly","long, hairy arms stretched out and his ugly face grinning terribly; but"
all,14,0.26726124,good,-,he saw the mark of the Good Witch's kiss upon her forehead and stopped
all,8,0,-,-,"short, motioning the others not to touch her."
all,0,NaN,-,-,
all,14,0.05345225,-,harm,"""We dare not harm this little girl,"" he said to them, ""for she is"
all,14,0.26726124,good,-,"protected by the Power of Good, and that is greater than the Power of"
all,16,-0.5,-,"evil, wicked",Evil.  All we can do is to carry her to the castle of the Wicked Witch
all,4,0,-,-,"and leave her there."""
all,0,NaN,-,-,
all,12,0,-,-,"So, carefully and gently, they lifted Dorothy in their arms and carried"
all,13,0,-,-,"her swiftly through the air until they came to the castle, where they"
all,13,0,-,-,set her down upon the front doorstep.  Then the leader said to the
all,1,0,-,-,Witch:
all,0,NaN,-,-,
all,15,0,-,-,"""We have obeyed you as far as we were able.  The Tin Woodman and the"
all,13,0,-,-,"Scarecrow are destroyed, and the Lion is tied up in your yard.  The"
all,14,-0.26726124,-,harm,"little girl we dare not harm, nor the dog she carries in her arms."
all,15,0,-,-,"Your power over our band is now ended, and you will never see us again."""
all,0,NaN,-,-,
all,11,0,-,-,"Then all the Winged Monkeys, with much laughing and chattering and"
all,11,-0.30151134,-,noise,"noise, flew into the air and were soon out of sight."
all,0,NaN,-,-,
